Gene,Control,Resistant,Log2FoldChange,p-value
SNRPB2,3674,3906,0.08831700557258396,1.8141818536665456e-14
PCSK2,1,0,-1.0,1.8141818536665456e-14
BFSP1,95,51,-0.8845227825800641,1.8141818536665456e-14
DSTN,2338,2383,0.027492374109734097,1.8141818536665456e-14
RRBP1,1588,1783,0.16699649057178556,1.8141818536665456e-14
SNX5,1781,2912,0.7090083646184265,1.8141818536665456e-14
SNORD17,3,1,-1.0,1.8141818536665456e-14
MGME1,364,491,0.4307618515718603,1.8141818536665456e-14
OVOL2,1,4,1.3219280948873624,1.8141818536665456e-14
PET117,115,107,-0.10309349296410361,1.8141818536665456e-14
CSRP2BP,244,216,-0.1750867065580913,1.8141818536665456e-14
ZNF133,86,102,0.24355703133449008,1.8141818536665456e-14
DZANK1,16,24,0.5563933485243854,1.8141818536665456e-14
POLR3F,104,138,0.40469555505738475,1.8141818536665456e-14
RBBP9,125,100,-0.3190684407481217,1.8141818536665456e-14
SEC23B,448,607,0.43735587870243847,1.8141818536665456e-14
LINC00493,571,521,-0.1319653402085049,1.8141818536665456e-14
DTD1,2028,2904,0.5177692985352322,1.8141818536665456e-14
LOC101929526,1,0,-1.0,1.8141818536665456e-14
LOC100270804,3,6,0.8073549220576041,1.8141818536665456e-14
SLC24A3,1,1,0.0,1.8141818536665456e-14
RIN2,382,539,0.49561501512587375,1.8141818536665456e-14
NAA20,856,802,-0.09389521659518543,1.8141818536665456e-14
CRNKL1,228,283,0.31054333140773815,1.8141818536665456e-14
CFAP61,0,2,1.584962500721156,1.8141818536665456e-14
RALGAPA2,78,82,0.0712586831698219,1.8141818536665456e-14
KIZ,66,52,-0.33816873589457336,1.8141818536665456e-14
KIZ-AS1,1,3,1.0,1.8141818536665456e-14
XRN2,1296,1577,0.2829187257617592,1.8141818536665456e-14
PAX1,0,2,1.584962500721156,1.8141818536665456e-14
LINC00261,323,422,0.384663850235325,1.8141818536665456e-14
FOXA2,749,928,0.30878800099940956,1.8141818536665456e-14
THBD,204,124,-0.713695814843359,1.8141818536665456e-14
NXT1,434,528,0.282252321377935,1.8141818536665456e-14
LINC01431,1,1,0.0,1.8141818536665456e-14
GZF1,66,106,0.6753777959433744,1.8141818536665456e-14
NAPB,91,115,0.3344190390705593,1.8141818536665456e-14
CST3,1773,1092,-0.6987126086291593,1.8141818536665456e-14
CST4,386,44,-3.1043366598147357,1.8141818536665456e-14
CST1,381,20,-4.185111405256988,1.8141818536665456e-14
CST2,140,11,-3.5545888516776376,1.8141818536665456e-14
CST5,7,1,-2.0,1.8141818536665456e-14
GGTLC1,2,3,0.41503749927884376,1.8141818536665456e-14
CST7,29,59,1.0,1.8141818536665456e-14
APMAP,1110,1493,0.42732133140014517,1.8141818536665456e-14
ACSS1,216,281,0.37800011995431415,1.8141818536665456e-14
VSX1,2,1,-0.5849625007211563,1.8141818536665456e-14
LOC101926889,0,2,1.584962500721156,1.8141818536665456e-14
ENTPD6,208,195,-0.09264928796567452,1.8141818536665456e-14
PYGB,676,805,0.2516240049529706,1.8141818536665456e-14
ABHD12,367,317,-0.21067900077265758,1.8141818536665456e-14
GINS1,233,159,-0.5484366246960422,1.8141818536665456e-14
NINL,91,115,0.3344190390705593,1.8141818536665456e-14
NANP,108,125,0.20909559872299005,1.8141818536665456e-14
ZNF337-AS1,12,33,1.3870231231092474,1.8141818536665456e-14
ZNF337,90,159,0.814133454688666,1.8141818536665456e-14
FAM182B,1,4,1.3219280948873624,1.8141818536665456e-14
LOC101926935,26,23,-0.16992500144231243,1.8141818536665456e-14
LOC100134868,3,4,0.32192809488736235,1.8141818536665456e-14
FAM182A,2,1,-0.5849625007211563,1.8141818536665456e-14
NCOR1P1,1,0,-1.0,1.8141818536665456e-14
FRG1B,194,223,0.20002460830799332,1.8141818536665456e-14
MLLT10P1,9,5,-0.7369655941662062,1.8141818536665456e-14
REM1,1,0,-1.0,1.8141818536665456e-14
HM13,3642,3789,0.05707085331567184,1.8141818536665456e-14
MCTS2P,92,52,-0.8112383565448321,1.8141818536665456e-14
HM13-AS1,1,0,-1.0,1.8141818536665456e-14
ID1,1937,2743,0.5017119107577312,1.8141818536665456e-14
BCL2L1,3296,2086,-0.6597232865105523,1.8141818536665456e-14
ABALON,82,49,-0.7311832415721999,1.8141818536665456e-14
TPX2,4357,4148,-0.07090253924425645,1.8141818536665456e-14
MYLK2,10,7,-0.4594316186372972,1.8141818536665456e-14
DUSP15,0,2,1.584962500721156,1.8141818536665456e-14
PDRG1,440,540,0.2948499382692946,1.8141818536665456e-14
CCM2L,0,1,1.0,1.8141818536665456e-14
HCK,0,1,1.0,1.8141818536665456e-14
TM9SF4,559,647,0.2105669859396584,1.8141818536665456e-14
PLAGL2,126,149,0.2401340037237149,1.8141818536665456e-14
POFUT1,763,940,0.30062208469278817,1.8141818536665456e-14
KIF3B,1424,1576,0.14622074085104392,1.8141818536665456e-14
ASXL1,1006,1245,0.3072403850172173,1.8141818536665456e-14
NOL4L,131,364,1.4673585344089262,1.8141818536665456e-14
LOC101929698,0,1,1.0,1.8141818536665456e-14
C20orf203,0,4,2.321928094887362,1.8141818536665456e-14
COMMD7,760,717,-0.08391260968049405,1.8141818536665456e-14
DNMT3B,172,332,0.9447501394345375,1.8141818536665456e-14
MAPRE1,1182,1422,0.2664855881866938,1.8141818536665456e-14
CDK5RAP1,406,504,0.31125459337291017,1.8141818536665456e-14
SNTA1,368,169,-1.1180860699226942,1.8141818536665456e-14
CBFA2T2,107,135,0.3325753390868709,1.8141818536665456e-14
NECAB3,55,63,0.19264507794239583,1.8141818536665456e-14
C20orf144,1,0,-1.0,1.8141818536665456e-14
ACTL10,6,9,0.5145731728297582,1.8141818536665456e-14
E2F1,1615,1014,-0.6709474706792563,1.8141818536665456e-14
PXMP4,226,215,-0.07166098512744651,1.8141818536665456e-14
ZNF341,41,70,0.7574296967259218,1.8141818536665456e-14
ZNF341-AS1,9,14,0.5849625007211562,1.8141818536665456e-14
CHMP4B,2850,2827,-0.011685919128553879,1.8141818536665456e-14
RALY-AS1,7,17,1.1699250014423124,1.8141818536665456e-14
RALY,1531,1437,-0.09135262148565933,1.8141818536665456e-14
EIF2S2,10387,13355,0.36257007938470837,1.8141818536665456e-14
AHCY,1143,1489,0.3812252785711346,1.8141818536665456e-14
ITCH,124,204,0.7136958148433589,1.8141818536665456e-14
DYNLRB1,1306,1297,-0.009968757796294686,1.8141818536665456e-14
MAP1LC3A,114,46,-1.2909011992667379,1.8141818536665456e-14
PIGU,227,226,-0.006341526873826712,1.8141818536665456e-14
TP53INP2,252,322,0.3523967799996147,1.8141818536665456e-14
NCOA6,836,883,0.07881874684108789,1.8141818536665456e-14
HMGB3P1,3,2,-0.4150374992788438,1.8141818536665456e-14
GGT7,14,26,0.8479969065549501,1.8141818536665456e-14
ACSS2,120,134,0.15795235977623645,1.8141818536665456e-14
GSS,1221,1152,-0.0838517721669576,1.8141818536665456e-14
MYH7B,371,368,-0.011681805047635324,1.8141818536665456e-14
TRPC4AP,850,880,0.049982887234450914,1.8141818536665456e-14
EDEM2,80,105,0.3880704516785745,1.8141818536665456e-14
PROCR,396,579,0.5469138928719767,1.8141818536665456e-14
MMP24,1261,832,-0.5993235096170014,1.8141818536665456e-14
MMP24-AS1,2214,1581,-0.4855570989695889,1.8141818536665456e-14
EIF6,3851,4677,0.2802841585089682,1.8141818536665456e-14
FAM83C-AS1,2,2,0.0,1.8141818536665456e-14
FAM83C,2,3,0.41503749927884376,1.8141818536665456e-14
UQCC1,855,984,0.20251292794259163,1.8141818536665456e-14
GDF5,59,15,-1.9068905956085185,1.8141818536665456e-14
CEP250,594,551,-0.10822140141713675,1.8141818536665456e-14
ERGIC3,638,699,0.13153899088533444,1.8141818536665456e-14
FER1L4,27,54,0.9740047914670554,1.8141818536665456e-14
SPAG4,117,69,-0.7533600324168749,1.8141818536665456e-14
CPNE1,1329,1554,0.22548833462941295,1.8141818536665456e-14
RBM12,490,629,0.3596288040725857,1.8141818536665456e-14
NFS1,242,255,0.07518749639421922,1.8141818536665456e-14
ROMO1,4208,5189,0.30225702890418793,1.8141818536665456e-14
RBM39,2128,2832,0.41215465192580447,1.8141818536665456e-14
PHF20,883,1296,0.5530602048602677,1.8141818536665456e-14
SCAND1,380,264,-0.5237986380427606,1.8141818536665456e-14
LINC00657,2609,2776,0.08947737036159903,1.8141818536665456e-14
EPB41L1,393,352,-0.15852744618519604,1.8141818536665456e-14
AAR2,412,472,0.19569840191994978,1.8141818536665456e-14
DLGAP4,599,626,0.06350294230615795,1.8141818536665456e-14
DLGAP4-AS1,2,3,0.41503749927884376,1.8141818536665456e-14
MYL9,560,584,0.060435853861973955,1.8141818536665456e-14
TGIF2,556,552,-0.010397847105324797,1.8141818536665456e-14
C20orf24,1331,1138,-0.22582633536315036,1.8141818536665456e-14
SLA2,295,248,-0.24945143356086882,1.8141818536665456e-14
NDRG3,1754,2603,0.5692584179737125,1.8141818536665456e-14
DSN1,2201,2378,0.11154080286076569,1.8141818536665456e-14
SOGA1,335,426,0.34577483684173,1.8141818536665456e-14
TLDC2,3,1,-1.0,1.8141818536665456e-14
SAMHD1,20,17,-0.22239242133644802,1.8141818536665456e-14
RBL1,461,443,-0.0573331750659516,1.8141818536665456e-14
MROH8,5,5,0.0,1.8141818536665456e-14
RPN2,880,986,0.1639080655359841,1.8141818536665456e-14
MANBAL,443,483,0.1244473709244885,1.8141818536665456e-14
SRC,360,402,0.1587810016407964,1.8141818536665456e-14
BLCAP,422,602,0.511500338780135,1.8141818536665456e-14
NNAT,1,0,-1.0,1.8141818536665456e-14
LOC100287792,1,2,0.5849625007211562,1.8141818536665456e-14
CTNNBL1,792,918,0.2127439955850561,1.8141818536665456e-14
VSTM2L,326,231,-0.49516583037051043,1.8141818536665456e-14
TTI1,205,262,0.35241846210908406,1.8141818536665456e-14
RPRD1B,476,779,0.7094848577440992,1.8141818536665456e-14
TGM2,1801,1209,-0.5745919636515817,1.8141818536665456e-14
KIAA1755,7,8,0.16992500144231237,1.8141818536665456e-14
LOC149684,1,0,-1.0,1.8141818536665456e-14
LBP,1,1,0.0,1.8141818536665456e-14
SNHG17,688,1059,0.6214883767462702,1.8141818536665456e-14
SNORA71B,2,0,-1.5849625007211563,1.8141818536665456e-14
SNHG11,110,193,0.8054969758370216,1.8141818536665456e-14
RALGAPB,380,472,0.3120491858460731,1.8141818536665456e-14
ARHGAP40,67,156,1.2071579076412875,1.8141818536665456e-14
ACTR5,125,249,0.9885043611621707,1.8141818536665456e-14
FAM83D,600,582,-0.04386910751068896,1.8141818536665456e-14
DHX35,53,66,0.31120168829430384,1.8141818536665456e-14
MAFB,31,39,0.32192809488736235,1.8141818536665456e-14
TOP1,2058,2294,0.1565503236689161,1.8141818536665456e-14
PLCG1-AS1,74,86,0.21412480535284734,1.8141818536665456e-14
PLCG1,313,324,0.049675159024189994,1.8141818536665456e-14
ZHX3,497,550,0.14590657650307667,1.8141818536665456e-14
LPIN3,522,453,-0.20411864895602647,1.8141818536665456e-14
EMILIN3,519,453,-0.19581932573753952,1.8141818536665456e-14
CHD6,414,523,0.33645547530316305,1.8141818536665456e-14
PTPRT,0,2,1.584962500721156,1.8141818536665456e-14
SRSF6,1759,2125,0.2725661680064451,1.8141818536665456e-14
L3MBTL1,6,9,0.5145731728297582,1.8141818536665456e-14
SGK2,4,13,1.4854268271702418,1.8141818536665456e-14
IFT52,218,339,0.6346038765365283,1.8141818536665456e-14
MYBL2,1944,2058,0.08217367475869991,1.8141818536665456e-14
TOX2,3111,2832,-0.13551145860809333,1.8141818536665456e-14
JPH2,14,36,1.3025627700204314,1.8141818536665456e-14
OSER1,294,363,0.30322349594949277,1.8141818536665456e-14
OSER1-AS1,26,90,1.7529071380352277,1.8141818536665456e-14
GDAP1L1,0,3,2.0,1.8141818536665456e-14
FITM2,14,17,0.2630344058337938,1.8141818536665456e-14
TTPAL,303,333,0.13577677903046662,1.8141818536665456e-14
SERINC3,624,898,0.5244649259649978,1.8141818536665456e-14
PKIG,441,497,0.17209937267664935,1.8141818536665456e-14
ADA,32,79,1.277533975528909,1.8141818536665456e-14
LINC01260,0,3,2.0,1.8141818536665456e-14
WISP2,29,40,0.4506614090095652,1.8141818536665456e-14
KCNK15,0,3,2.0,1.8141818536665456e-14
RIMS4,0,1,1.0,1.8141818536665456e-14
YWHAB,13672,17591,0.3635896891651858,1.8141818536665456e-14
PABPC1L,63,156,1.294620748891627,1.8141818536665456e-14
TOMM34,2018,2526,0.32378475361330183,1.8141818536665456e-14
STK4-AS1,5,6,0.22239242133644802,1.8141818536665456e-14
STK4,960,1654,0.7842228809208296,1.8141818536665456e-14
KCNS1,0,2,1.584962500721156,1.8141818536665456e-14
PI3,4,25,2.37851162325373,1.8141818536665456e-14
SLPI,4,59,3.584962500721156,1.8141818536665456e-14
MATN4,19,36,0.8875252707415875,1.8141818536665456e-14
RBPJL,6,0,-2.807354922057604,1.8141818536665456e-14
SDC4,7960,6819,-0.22317792323140237,1.8141818536665456e-14
SYS1,1017,1039,0.030845966952759155,1.8141818536665456e-14
SYS1-DBNDD2,1164,2246,0.9476701696382647,1.8141818536665456e-14
TP53TG5,0,1,1.0,1.8141818536665456e-14
PIGT,3670,4208,0.19730439524150797,1.8141818536665456e-14
WFDC2,2,25,3.1154772174199357,1.8141818536665456e-14
EPPIN-WFDC6,4,6,0.48542682717024166,1.8141818536665456e-14
WFDC8,0,3,2.0,1.8141818536665456e-14
WFDC10A,1,0,-1.0,1.8141818536665456e-14
WFDC10B,10,10,0.0,1.8141818536665456e-14
WFDC13,2,2,0.0,1.8141818536665456e-14
WFDC3,105,58,-0.845277405201358,1.8141818536665456e-14
DNTTIP1,952,1149,0.27108574192179574,1.8141818536665456e-14
UBE2C,3626,3916,0.1109723829804668,1.8141818536665456e-14
TNNC2,4,3,-0.3219280948873623,1.8141818536665456e-14
SNX21,37,45,0.27563444261342734,1.8141818536665456e-14
ACOT8,266,282,0.08396231114432828,1.8141818536665456e-14
ZSWIM3,86,107,0.3119440063147403,1.8141818536665456e-14
ZSWIM1,376,449,0.25536047794837285,1.8141818536665456e-14
NEURL2,6,10,0.6520766965796931,1.8141818536665456e-14
CTSA,1255,1245,-0.011532395867625223,1.8141818536665456e-14
PLTP,1212,1191,-0.02519531465834864,1.8141818536665456e-14
PCIF1,51,27,-0.8930847960834881,1.8141818536665456e-14
ZNF335,476,592,0.31404283854049214,1.8141818536665456e-14
MMP9,9,48,2.292781749227846,1.8141818536665456e-14
SLC12A5,4,6,0.48542682717024166,1.8141818536665456e-14
NCOA5,492,502,0.0289707534276156,1.8141818536665456e-14
CD40,551,697,0.3385587694314833,1.8141818536665456e-14
CDH22,1,0,-1.0,1.8141818536665456e-14
SLC35C2,456,572,0.3263409736988351,1.8141818536665456e-14
ELMO2,234,305,0.3808708961276522,1.8141818536665456e-14
ZNF334,15,31,1.0,1.8141818536665456e-14
SLC13A3,74,89,0.2630344058337938,1.8141818536665456e-14
TP53RK,569,378,-0.5887640708810125,1.8141818536665456e-14
SLC2A10,3,11,1.584962500721156,1.8141818536665456e-14
ZMYND8,1460,1858,0.34757059211598323,1.8141818536665456e-14
LOC100131496,11,12,0.11547721741993588,1.8141818536665456e-14
NCOA3,700,939,0.4232463125543766,1.8141818536665456e-14
SULF2,1,1,0.0,1.8141818536665456e-14
PREX1,16,23,0.49749965947081687,1.8141818536665456e-14
ARFGEF2,179,265,0.5634293391715149,1.8141818536665456e-14
CSE1L,2301,2363,0.038342202045302164,1.8141818536665456e-14
STAU1,1695,1660,-0.03008409660082308,1.8141818536665456e-14
DDX27,2150,2718,0.33806862660169923,1.8141818536665456e-14
ZNFX1,1393,2702,0.9553309506662716,1.8141818536665456e-14
ZFAS1,1920,6772,1.8179374767540732,1.8141818536665456e-14
PTGIS,0,4,2.321928094887362,1.8141818536665456e-14
B4GALT5,1050,1488,0.5025810846199215,1.8141818536665456e-14
SLC9A8,156,296,0.9196983719091388,1.8141818536665456e-14
SPATA2,123,139,0.1750867065580914,1.8141818536665456e-14
RNF114,789,1038,0.3952710958397464,1.8141818536665456e-14
SNAI1,23,89,1.9068905956085185,1.8141818536665456e-14
UBE2V1,1534,1564,0.027924001562438957,1.8141818536665456e-14
TMEM189-UBE2V1,1442,1484,0.04139163119692987,1.8141818536665456e-14
TMEM189,347,461,0.40880554556732934,1.8141818536665456e-14
LINC01273,3,3,0.0,1.8141818536665456e-14
CEBPB-AS1,8,6,-0.36257007938470825,1.8141818536665456e-14
CEBPB,895,2032,1.1820395777871284,1.8141818536665456e-14
LINC01272,1,2,0.5849625007211562,1.8141818536665456e-14
LINC01270,29,42,0.5193741590935794,1.8141818536665456e-14
LINC01271,1,6,1.8073549220576042,1.8141818536665456e-14
PTPN1,4394,5229,0.2509477811035373,1.8141818536665456e-14
FAM65C,5,17,1.584962500721156,1.8141818536665456e-14
PARD6B,259,268,0.04909454952816977,1.8141818536665456e-14
BCAS4,738,659,-0.16310833990033508,1.8141818536665456e-14
ADNP,471,584,0.3096497651089255,1.8141818536665456e-14
ADNP-AS1,23,18,-0.33703498727757075,1.8141818536665456e-14
DPM1,477,779,0.7064635057688621,1.8141818536665456e-14
MOCS3,77,133,0.780686971595524,1.8141818536665456e-14
NFATC2,524,655,0.3213783920645987,1.8141818536665456e-14
ATP9A,43,258,2.5573766690492565,1.8141818536665456e-14
SALL4,0,10,3.4594316186372973,1.8141818536665456e-14
LINC01429,0,1,1.0,1.8141818536665456e-14
ZFP64,99,326,1.709290635723358,1.8141818536665456e-14
TSHZ2,2,3,0.41503749927884376,1.8141818536665456e-14
LOC101927770,7,16,1.0874628412503393,1.8141818536665456e-14
ZNF217,258,337,0.3840711485956305,1.8141818536665456e-14
SUMO1P1,1,1,0.0,1.8141818536665456e-14
BCAS1,6,0,-2.807354922057604,1.8141818536665456e-14
CYP24A1,6,7,0.19264507794239583,1.8141818536665456e-14
PFDN4,1100,1069,-0.04120367227585962,1.8141818536665456e-14
DOK5,1,0,-1.0,1.8141818536665456e-14
LINC01441,1,5,1.584962500721156,1.8141818536665456e-14
FAM210B,471,387,-0.28273020717471353,1.8141818536665456e-14
AURKA,2786,2834,0.024635732725782233,1.8141818536665456e-14
CSTF1,244,257,0.07458931642068352,1.8141818536665456e-14
RTFDC1,1036,1246,0.2660455710164444,1.8141818536665456e-14
GCNT7,9,28,1.5360529002402097,1.8141818536665456e-14
FAM209A,2,10,1.874469117916141,1.8141818536665456e-14
FAM209B,6,7,0.19264507794239583,1.8141818536665456e-14
TFAP2C,534,2463,2.203391459406392,1.8141818536665456e-14
BMP7,0,1,1.0,1.8141818536665456e-14
RAE1,1513,1917,0.3412375150323992,1.8141818536665456e-14
MTRNR2L3,82,87,0.08439218729037261,1.8141818536665456e-14
RBM38,373,608,0.7034039580186958,1.8141818536665456e-14
CTCFL,0,1,1.0,1.8141818536665456e-14
PMEPA1,1200,1550,0.3689625353304568,1.8141818536665456e-14
NKILA,4,11,1.2630344058337937,1.8141818536665456e-14
PPP4R1L,21,44,1.0324214776923775,1.8141818536665456e-14
RAB22A,1247,972,-0.3591062240811368,1.8141818536665456e-14
VAPB,950,1304,0.4565325605966833,1.8141818536665456e-14
APCDD1L,156,268,0.7768416136649972,1.8141818536665456e-14
APCDD1L-AS1,13,17,0.36257007938470837,1.8141818536665456e-14
LOC79160,1,3,1.0,1.8141818536665456e-14
STX16,580,1357,1.224873410840203,1.8141818536665456e-14
STX16-NPEPL1,7,7,0.0,1.8141818536665456e-14
NPEPL1,117,163,0.4749089552562425,1.8141818536665456e-14
GNAS,1888,2218,0.2322869658086415,1.8141818536665456e-14
LOC101927932,2,0,-1.5849625007211563,1.8141818536665456e-14
NELFCD,989,1086,0.1348515100603373,1.8141818536665456e-14
CTSZ,2207,1167,-0.9186998978981518,1.8141818536665456e-14
TUBB1,12,43,1.7589919004962051,1.8141818536665456e-14
SLMO2-ATP5E,5900,6168,0.06407718793083772,1.8141818536665456e-14
ATP5E,4812,4501,-0.09637036651071663,1.8141818536665456e-14
SLMO2,679,761,0.1642562513556203,1.8141818536665456e-14
EDN3,0,2,1.584962500721156,1.8141818536665456e-14
PHACTR3,0,2,1.584962500721156,1.8141818536665456e-14
SYCP2,7,9,0.32192809488736235,1.8141818536665456e-14
FAM217B,639,780,0.28725064325461686,1.8141818536665456e-14
PPP1R3D,54,49,-0.13750352374993496,1.8141818536665456e-14
CDH26,0,1,1.0,1.8141818536665456e-14
CDH4,397,1342,1.7546189688837934,1.8141818536665456e-14
TAF4,97,117,0.26793320524663305,1.8141818536665456e-14
LSM14B,728,958,0.3956120006911938,1.8141818536665456e-14
PSMA7,4987,5498,0.1407078214313717,1.8141818536665456e-14
SS18L1,133,232,0.7980969541965078,1.8141818536665456e-14
MTG2,216,194,-0.15422091869486865,1.8141818536665456e-14
OSBPL2,448,483,0.1082916025334475,1.8141818536665456e-14
ADRM1,2798,2901,0.05213603249382957,1.8141818536665456e-14
LAMA5,867,1704,0.9740047914670554,1.8141818536665456e-14
RPS21,19305,23238,0.26749870528481495,1.8141818536665456e-14
CABLES2,206,175,-0.23405533886202798,1.8141818536665456e-14
GATA5,0,1,1.0,1.8141818536665456e-14
SLCO4A1,3265,1292,-1.3368025157514405,1.8141818536665456e-14
SLCO4A1-AS1,111,191,0.777607578663552,1.8141818536665456e-14
NTSR1,2,4,0.7369655941662062,1.8141818536665456e-14
LINC00659,9,11,0.2630344058337938,1.8141818536665456e-14
MRGBP,1244,1173,-0.08471333384539113,1.8141818536665456e-14
OGFR-AS1,6,6,0.0,1.8141818536665456e-14
OGFR,1911,2059,0.10756181408983226,1.8141818536665456e-14
COL9A3,95,115,0.27301849440641585,1.8141818536665456e-14
TCFL5,403,570,0.49913545261104797,1.8141818536665456e-14
DPH3P1,94,114,0.27563444261342734,1.8141818536665456e-14
DIDO1,370,588,0.6668484472096574,1.8141818536665456e-14
GID8,2296,3129,0.44641180044205675,1.8141818536665456e-14
SLC17A9,650,709,0.12516148122640894,1.8141818536665456e-14
HAR1A,12,13,0.10691520391651188,1.8141818536665456e-14
YTHDF1,946,1300,0.45818463124941045,1.8141818536665456e-14
BIRC7,1,10,2.4594316186372973,1.8141818536665456e-14
ARFGAP1,843,1043,0.30680680786269937,1.8141818536665456e-14
CHRNA4,1,0,-1.0,1.8141818536665456e-14
EEF1A2,186,420,1.1707819631787595,1.8141818536665456e-14
PPDPF,4024,4082,0.02064078433580921,1.8141818536665456e-14
PTK6,187,338,0.8505526114587064,1.8141818536665456e-14
C20orf195,0,2,1.584962500721156,1.8141818536665456e-14
HELZ2,297,571,0.9407028163162278,1.8141818536665456e-14
GMEB2,538,871,0.6940428620244209,1.8141818536665456e-14
STMN3,409,157,-1.375699351328343,1.8141818536665456e-14
RTEL1,1,1,0.0,1.8141818536665456e-14
RTEL1-TNFRSF6B,1,1,0.0,1.8141818536665456e-14
TNFRSF6B,153,153,0.0,1.8141818536665456e-14
ARFRP1,615,714,0.21501289097085052,1.8141818536665456e-14
ZGPAT,245,310,0.3382562647913626,1.8141818536665456e-14
LIME1,320,367,0.19713246893470962,1.8141818536665456e-14
SLC2A4RG,2521,2843,0.17335318929119545,1.8141818536665456e-14
ZBTB46,123,240,0.9586930258430865,1.8141818536665456e-14
ABHD16B,29,24,-0.2630344058337938,1.8141818536665456e-14
